
-----------------------------------------------------------------------------
Status                        Initial             Final
C2H2                          0.000000e+000       1.549392e-011
C2H3                          0.000000e+000       1.188937e-015
C2H4                          0.000000e+000       1.705747e-006
C2H5                          0.000000e+000       6.210859e-011
C2H6                          5.254481e-004       5.236785e-004
HCCO                          0.000000e+000       9.353579e-019
CH2CO                         0.000000e+000       3.064295e-010
HCCOH                         0.000000e+000       1.502882e-017
N                             0.000000e+000       6.301504e-021
NH                            0.000000e+000       1.610156e-020
NH2                           0.000000e+000       1.328605e-020
NH3                           0.000000e+000       8.171703e-018
NNH                           0.000000e+000       6.497900e-019
NO                            1.070061e-004       1.051358e-004
NO2                           4.921830e-005       5.208491e-005
N2O                           0.000000e+000       4.950029e-013
HNO                           0.000000e+000       3.861992e-013
CN                            0.000000e+000       1.163084e-021
HCN                           0.000000e+000       4.893890e-010
H2CN                          0.000000e+000       1.397701e-015
HCNN                          0.000000e+000       3.529118e-027
HCNO                          0.000000e+000       2.778066e-013
HOCN                          0.000000e+000       2.564949e-016
HNCO                          0.000000e+000       1.436796e-012
NCO                           0.000000e+000       1.282571e-018
N2                            7.142714e-001       7.142714e-001
AR                            0.000000e+000       0.000000e+000
C3H7                          0.000000e+000       1.657399e-014
C3H8                          0.000000e+000       9.075359e-011
CH2CHO                        0.000000e+000       4.951183e-014
CH3CHO                        0.000000e+000       1.674543e-013
--------------------------------------------------------------

-----------------------------------------------------------------------------
Mole fractions                Initial             Final
-----------------------------------------------------------------------------
H2                            0.000000e+000       4.134072e-009
H                             0.000000e+000       1.045506e-012
O                             0.000000e+000       6.680307e-012
O2                            8.500000e-002       8.499753e-002
OH                            0.000000e+000       2.072396e-010
H2O                           1.300000e-001       1.300025e-001
HO2                           0.000000e+000       2.220722e-009
H2O2                          0.000000e+000       7.799891e-011
C                             0.000000e+000       4.316942e-033
CH                            0.000000e+000       3.761356e-026
CH2                           0.000000e+000       3.035455e-016
CH2(S)                        0.000000e+000       1.378044e-017
CH3                           0.000000e+000       4.987069e-008
CH4                           4.410000e-003       4.409135e-003
CO                            0.000000e+000       1.262971e-008
CO2                           6.500000e-002       6.500000e-002
HCO                           0.000000e+000       7.816954e-015
CH2O                          0.000000e+000       6.911076e-007
CH2OH                         0.000000e+000       4.871521e-018
CH3O                          0.000000e+000       3.193133e-013
CH3OH                         0.000000e+000       6.721484e-010
C2H                           0.000000e+000       3.830867e-023
C2H2                          0.000000e+000       1.668604e-011
C2H3                          0.000000e+000       1.232694e-015
C2H4                          0.000000e+000       1.704981e-006
C2H5                          0.000000e+000       5.992746e-011
C2H6                          4.900000e-004       4.883498e-004
HCCO                          0.000000e+000       6.392734e-019
CH2CO                         0.000000e+000       2.044083e-010
HCCOH                         0.000000e+000       1.002520e-017
N                             0.000000e+000       1.261533e-020
NH                            0.000000e+000       3.007061e-020
NH2                           0.000000e+000       2.325154e-020
NH3                           0.000000e+000       1.345464e-017
NNH                           0.000000e+000       6.278348e-019
NO                            1.000000e-004       9.825221e-005
NO2                           3.000000e-005       3.174729e-005
N2O                           0.000000e+000       3.153744e-013
HNO                           0.000000e+000       3.491832e-013
CN                            0.000000e+000       1.253536e-021
HCN                           0.000000e+000       5.077760e-010
H2CN                          0.000000e+000       1.398070e-015
HCNN                          0.000000e+000       2.411752e-027
HCNO                          0.000000e+000       1.810595e-013
HOCN                          0.000000e+000       1.671697e-016
HNCO                          0.000000e+000       9.364267e-013
NCO                           0.000000e+000       8.559654e-019
N2                            7.149700e-001       7.149700e-001
AR                            0.000000e+000       0.000000e+000
C3H7                          0.000000e+000       1.078600e-014
C3H8                          0.000000e+000       5.771045e-011
CH2CHO                        0.000000e+000       3.225418e-014
CH3CHO                        0.000000e+000       1.065910e-013
-----------------------------------------------------------------------------
