
-----------------------------------------------------------------------------
Status                        Initial             Final
C2H2                          0.000000e+000       2.103257e-011
C2H3                          0.000000e+000       1.404577e-015
C2H4                          0.000000e+000       1.987339e-006
C2H5                          0.000000e+000       6.196400e-011
C2H6                          5.252405e-004       5.231876e-004
HCCO                          0.000000e+000       1.190882e-018
CH2CO                         0.000000e+000       4.169133e-010
HCCOH                         0.000000e+000       2.367005e-017
N                             0.000000e+000       5.801111e-020
NH                            0.000000e+000       2.547832e-020
NH2                           0.000000e+000       2.475990e-019
NH3                           0.000000e+000       1.770132e-016
NNH                           0.000000e+000       2.302824e-019
NO                            1.711421e-003       1.709432e-003
NO2                           7.871816e-004       7.902150e-004
N2O                           0.000000e+000       8.235222e-013
HNO                           0.000000e+000       4.794088e-013
CN                            0.000000e+000       2.167660e-020
HCN                           0.000000e+000       9.173851e-009
H2CN                          0.000000e+000       2.272485e-014
HCNN                          0.000000e+000       2.709436e-027
HCNO                          0.000000e+000       5.386135e-012
HOCN                          0.000000e+000       5.570855e-015
HNCO                          0.000000e+000       2.781578e-011
NCO                           0.000000e+000       2.586865e-018
N2                            7.120419e-001       7.120419e-001
AR                            0.000000e+000       0.000000e+000
C3H7                          0.000000e+000       1.960393e-014
C3H8                          0.000000e+000       1.138011e-010
CH2CHO                        0.000000e+000       5.842850e-014
CH3CHO                        0.000000e+000       2.224299e-013
--------------------------------------------------------------

-----------------------------------------------------------------------------
Mole fractions                Initial             Final
-----------------------------------------------------------------------------
H2                            0.000000e+000       1.782612e-009
H                             0.000000e+000       3.717352e-013
O                             0.000000e+000       6.632991e-012
O2                            8.500000e-002       8.499721e-002
OH                            0.000000e+000       2.070694e-010
H2O                           1.300000e-001       1.300029e-001
HO2                           0.000000e+000       1.413935e-010
H2O2                          0.000000e+000       4.969638e-012
C                             0.000000e+000       0.000000e+000
CH                            0.000000e+000       2.896554e-026
CH2                           0.000000e+000       2.983216e-016
CH2(S)                        0.000000e+000       1.415529e-017
CH3                           0.000000e+000       4.987026e-008
CH4                           4.410000e-003       4.408987e-003
CO                            0.000000e+000       1.631667e-008
CO2                           6.500000e-002       6.500000e-002
HCO                           0.000000e+000       8.998058e-015
CH2O                          0.000000e+000       7.911635e-007
CH2OH                         0.000000e+000       3.957647e-018
CH3O                          0.000000e+000       2.557649e-013
CH3OH                         0.000000e+000       7.636921e-010
C2H                           0.000000e+000       5.250018e-023
C2H2                          0.000000e+000       2.265980e-011
C2H3                          0.000000e+000       1.456847e-015
C2H4                          0.000000e+000       1.987231e-006
C2H5                          0.000000e+000       5.981157e-011
C2H6                          4.900000e-004       4.880848e-004
HCCO                          0.000000e+000       8.142335e-019
CH2CO                         0.000000e+000       2.782181e-010
HCCOH                         0.000000e+000       1.579569e-017
N                             0.000000e+000       1.161816e-019
NH                            0.000000e+000       4.760108e-020
NH2                           0.000000e+000       4.334872e-019
NH3                           0.000000e+000       2.915660e-016
NNH                           0.000000e+000       2.225895e-019
NO                            1.600000e-003       1.598141e-003
NO2                           4.800000e-004       4.818496e-004
N2O                           0.000000e+000       5.248868e-013
HNO                           0.000000e+000       4.336302e-013
CN                            0.000000e+000       2.337161e-020
HCN                           0.000000e+000       9.522286e-009
H2CN                          0.000000e+000       2.273983e-014
HCNN                          0.000000e+000       1.852324e-027
HCNO                          0.000000e+000       3.511782e-012
HOCN                          0.000000e+000       3.632221e-015
HNCO                          0.000000e+000       1.813601e-011
NCO                           0.000000e+000       1.727110e-018
N2                            7.130200e-001       7.130200e-001
AR                            0.000000e+000       0.000000e+000
C3H7                          0.000000e+000       1.276286e-014
C3H8                          0.000000e+000       7.239505e-011
CH2CHO                        0.000000e+000       3.807793e-014
CH3CHO                        0.000000e+000       1.416410e-013
-----------------------------------------------------------------------------
