
-----------------------------------------------------------------------------
Status                        Initial             Final
C2H2                          0.000000e+000       1.951554e-011
C2H3                          0.000000e+000       1.332661e-015
C2H4                          0.000000e+000       1.914057e-006
C2H5                          0.000000e+000       6.168954e-011
C2H6                          5.253373e-004       5.233580e-004
HCCO                          0.000000e+000       1.127542e-018
CH2CO                         0.000000e+000       3.862516e-010
HCCOH                         0.000000e+000       2.116691e-017
N                             0.000000e+000       4.148485e-020
NH                            0.000000e+000       2.314948e-020
NH2                           0.000000e+000       1.332096e-019
NH3                           0.000000e+000       9.274669e-017
NNH                           0.000000e+000       3.193044e-019
NO                            9.628517e-004       9.608703e-004
NO2                           4.428713e-004       4.459007e-004
N2O                           0.000000e+000       6.291664e-013
HNO                           0.000000e+000       4.485387e-013
CN                            0.000000e+000       1.168542e-020
HCN                           0.000000e+000       4.976556e-009
H2CN                          0.000000e+000       1.272678e-014
HCNN                          0.000000e+000       3.009479e-027
HCNO                          0.000000e+000       2.917591e-012
HOCN                          0.000000e+000       2.912197e-015
HNCO                          0.000000e+000       1.507083e-011
NCO                           0.000000e+000       2.366297e-018
N2                            7.130821e-001       7.130821e-001
AR                            0.000000e+000       0.000000e+000
C3H7                          0.000000e+000       1.860962e-014
C3H8                          0.000000e+000       1.074405e-010
CH2CHO                        0.000000e+000       5.541252e-014
CH3CHO                        0.000000e+000       2.044168e-013
--------------------------------------------------------------

-----------------------------------------------------------------------------
Mole fractions                Initial             Final
-----------------------------------------------------------------------------
H2                            0.000000e+000       2.364534e-009
H                             0.000000e+000       5.146840e-013
O                             0.000000e+000       6.522642e-012
O2                            8.500000e-002       8.499728e-002
OH                            0.000000e+000       2.060418e-010
H2O                           1.300000e-001       1.300028e-001
HO2                           0.000000e+000       2.454246e-010
H2O2                          0.000000e+000       8.597117e-012
C                             0.000000e+000       3.513709e-032
CH                            0.000000e+000       3.212737e-026
CH2                           0.000000e+000       2.953814e-016
CH2(S)                        0.000000e+000       1.373249e-017
CH3                           0.000000e+000       4.968694e-008
CH4                           4.410000e-003       4.409029e-003
CO                            0.000000e+000       1.531929e-008
CO2                           6.500000e-002       6.500000e-002
HCO                           0.000000e+000       8.627397e-015
CH2O                          0.000000e+000       7.641081e-007
CH2OH                         0.000000e+000       3.898230e-018
CH3O                          0.000000e+000       2.579236e-013
CH3OH                         0.000000e+000       7.292961e-010
C2H                           0.000000e+000       4.810031e-023
C2H2                          0.000000e+000       2.102152e-011
C2H3                          0.000000e+000       1.381999e-015
C2H4                          0.000000e+000       1.913600e-006
C2H5                          0.000000e+000       5.953567e-011
C2H6                          4.900000e-004       4.881538e-004
HCCO                          0.000000e+000       7.707844e-019
CH2CO                         0.000000e+000       2.577091e-010
HCCOH                         0.000000e+000       1.412267e-017
N                             0.000000e+000       8.306835e-020
NH                            0.000000e+000       4.324213e-020
NH2                           0.000000e+000       2.331754e-019
NH3                           0.000000e+000       1.527388e-016
NNH                           0.000000e+000       3.085807e-019
NO                            9.000000e-004       8.981479e-004
NO2                           2.700000e-004       2.718469e-004
N2O                           0.000000e+000       4.009366e-013
HNO                           0.000000e+000       4.056331e-013
CN                            0.000000e+000       1.259684e-020
HCN                           0.000000e+000       5.164619e-009
H2CN                          0.000000e+000       1.273282e-014
HCNN                          0.000000e+000       2.057071e-027
HCNO                          0.000000e+000       1.901931e-012
HOCN                          0.000000e+000       1.898415e-015
HNCO                          0.000000e+000       9.824432e-012
NCO                           0.000000e+000       1.579557e-018
N2                            7.139300e-001       7.139300e-001
AR                            0.000000e+000       0.000000e+000
C3H7                          0.000000e+000       1.211330e-014
C3H8                          0.000000e+000       6.833610e-011
CH2CHO                        0.000000e+000       3.610575e-014
CH3CHO                        0.000000e+000       1.301465e-013
-----------------------------------------------------------------------------
