
-----------------------------------------------------------------------------
Status                        Initial             Final
C2H2                          0.000000e+000       1.665971e-011
C2H3                          0.000000e+000       1.223333e-015
C2H4                          0.000000e+000       1.769655e-006
C2H5                          0.000000e+000       6.156919e-011
C2H6                          5.254273e-004       5.235932e-004
HCCO                          0.000000e+000       9.878750e-019
CH2CO                         0.000000e+000       3.293032e-010
HCCOH                         0.000000e+000       1.672111e-017
N                             0.000000e+000       1.496872e-020
NH                            0.000000e+000       1.842173e-020
NH2                           0.000000e+000       3.416766e-020
NH3                           0.000000e+000       2.199768e-017
NNH                           0.000000e+000       5.195967e-019
NO                            2.675046e-004       2.655901e-004
NO2                           1.230409e-004       1.259740e-004
N2O                           0.000000e+000       4.990663e-013
HNO                           0.000000e+000       4.010427e-013
CN                            0.000000e+000       3.002111e-021
HCN                           0.000000e+000       1.277084e-009
H2CN                          0.000000e+000       3.509124e-015
HCNN                          0.000000e+000       3.266061e-027
HCNO                          0.000000e+000       7.322281e-013
HOCN                          0.000000e+000       6.913887e-016
HNCO                          0.000000e+000       3.784922e-012
NCO                           0.000000e+000       1.795601e-018
N2                            7.140484e-001       7.140484e-001
AR                            0.000000e+000       0.000000e+000
C3H7                          0.000000e+000       1.708366e-014
C3H8                          0.000000e+000       9.552995e-011
CH2CHO                        0.000000e+000       5.088036e-014
CH3CHO                        0.000000e+000       1.760457e-013
--------------------------------------------------------------

-----------------------------------------------------------------------------
Mole fractions                Initial             Final
-----------------------------------------------------------------------------
H2                            0.000000e+000       3.511992e-009
H                             0.000000e+000       8.363612e-013
O                             0.000000e+000       6.519718e-012
O2                            8.500000e-002       8.499745e-002
OH                            0.000000e+000       2.054716e-010
H2O                           1.300000e-001       1.300026e-001
HO2                           0.000000e+000       8.737422e-010
H2O2                          0.000000e+000       3.053331e-011
C                             0.000000e+000       0.000000e+000
CH                            0.000000e+000       3.482028e-026
CH2                           0.000000e+000       2.973949e-016
CH2(S)                        0.000000e+000       1.356190e-017
CH3                           0.000000e+000       4.956435e-008
CH4                           4.410000e-003       4.409106e-003
CO                            0.000000e+000       1.340113e-008
CO2                           6.500000e-002       6.500000e-002
HCO                           0.000000e+000       8.005848e-015
CH2O                          0.000000e+000       7.112453e-007
CH2OH                         0.000000e+000       4.156184e-018
CH3O                          0.000000e+000       2.763277e-013
CH3OH                         0.000000e+000       6.728889e-010
C2H                           0.000000e+000       4.081132e-023
C2H2                          0.000000e+000       1.794224e-011
C2H3                          0.000000e+000       1.268406e-015
C2H4                          0.000000e+000       1.768930e-006
C2H5                          0.000000e+000       5.940935e-011
C2H6                          4.900000e-004       4.882896e-004
HCCO                          0.000000e+000       6.751930e-019
CH2CO                         0.000000e+000       2.196752e-010
HCCOH                         0.000000e+000       1.115450e-017
N                             0.000000e+000       2.996791e-020
NH                            0.000000e+000       3.440504e-020
NH2                           0.000000e+000       5.979821e-020
NH3                           0.000000e+000       3.622042e-017
NNH                           0.000000e+000       5.020603e-019
NO                            2.500000e-004       2.482108e-004
NO2                           7.500000e-005       7.678787e-005
N2O                           0.000000e+000       3.179758e-013
HNO                           0.000000e+000       3.626183e-013
CN                            0.000000e+000       3.235711e-021
HCN                           0.000000e+000       1.325118e-009
H2CN                          0.000000e+000       3.510189e-015
HCNN                          0.000000e+000       2.232071e-027
HCNO                          0.000000e+000       4.772461e-013
HOCN                          0.000000e+000       4.506281e-016
HNCO                          0.000000e+000       2.466908e-012
NCO                           0.000000e+000       1.198399e-018
N2                            7.147750e-001       7.147750e-001
AR                            0.000000e+000       0.000000e+000
C3H7                          0.000000e+000       1.111812e-014
C3H8                          0.000000e+000       6.075015e-011
CH2CHO                        0.000000e+000       3.314701e-014
CH3CHO                        0.000000e+000       1.120642e-013
-----------------------------------------------------------------------------
