
-----------------------------------------------------------------------------
Status                        Initial             Final
C2H2                          0.000000e+000       1.983570e-011
C2H3                          0.000000e+000       1.350730e-015
C2H4                          0.000000e+000       1.930106e-006
C2H5                          0.000000e+000       6.209200e-011
C2H6                          5.253235e-004       5.233278e-004
HCCO                          0.000000e+000       1.145560e-018
CH2CO                         0.000000e+000       3.926812e-010
HCCOH                         0.000000e+000       2.166500e-017
N                             0.000000e+000       4.449232e-020
NH                            0.000000e+000       2.365927e-020
NH2                           0.000000e+000       1.497304e-019
NH3                           0.000000e+000       1.046944e-016
NNH                           0.000000e+000       3.041088e-019
NO                            1.069807e-003       1.067820e-003
NO2                           4.920663e-004       4.951038e-004
N2O                           0.000000e+000       6.538517e-013
HNO                           0.000000e+000       4.563777e-013
CN                            0.000000e+000       1.314161e-020
HCN                           0.000000e+000       5.575039e-009
H2CN                          0.000000e+000       1.423619e-014
HCNN                          0.000000e+000       3.077055e-027
HCNO                          0.000000e+000       3.264757e-012
HOCN                          0.000000e+000       3.288252e-015
HNCO                          0.000000e+000       1.686315e-011
NCO                           0.000000e+000       2.417482e-018
N2                            7.129335e-001       7.129335e-001
AR                            0.000000e+000       0.000000e+000
C3H7                          0.000000e+000       1.885987e-014
C3H8                          0.000000e+000       1.085037e-010
CH2CHO                        0.000000e+000       5.616269e-014
CH3CHO                        0.000000e+000       2.073854e-013
--------------------------------------------------------------

-----------------------------------------------------------------------------
Mole fractions                Initial             Final
-----------------------------------------------------------------------------
H2                            0.000000e+000       2.259583e-009
H                             0.000000e+000       4.902934e-013
O                             0.000000e+000       6.560819e-012
O2                            8.500000e-002       8.499727e-002
OH                            0.000000e+000       2.074053e-010
H2O                           1.300000e-001       1.300028e-001
HO2                           0.000000e+000       2.228596e-010
H2O2                          0.000000e+000       7.803671e-012
C                             0.000000e+000       9.822173e-033
CH                            0.000000e+000       3.285634e-026
CH2                           0.000000e+000       2.981507e-016
CH2(S)                        0.000000e+000       1.390200e-017
CH3                           0.000000e+000       5.001297e-008
CH4                           4.410000e-003       4.409020e-003
CO                            0.000000e+000       1.553417e-008
CO2                           6.500000e-002       6.500000e-002
HCO                           0.000000e+000       8.716848e-015
CH2O                          0.000000e+000       7.701354e-007
CH2OH                         0.000000e+000       3.930178e-018
CH3O                          0.000000e+000       2.589137e-013
CH3OH                         0.000000e+000       7.354273e-010
C2H                           0.000000e+000       4.910278e-023
C2H2                          0.000000e+000       2.136696e-011
C2H3                          0.000000e+000       1.400775e-015
C2H4                          0.000000e+000       1.929697e-006
C2H5                          0.000000e+000       5.992565e-011
C2H6                          4.900000e-004       4.881385e-004
HCCO                          0.000000e+000       7.831221e-019
CH2CO                         0.000000e+000       2.620059e-010
HCCOH                         0.000000e+000       1.445539e-017
N                             0.000000e+000       8.909279e-020
NH                            0.000000e+000       4.419556e-020
NH2                           0.000000e+000       2.621011e-019
NH3                           0.000000e+000       1.724193e-016
NNH                           0.000000e+000       2.939032e-019
NO                            1.000000e-003       9.981423e-004
NO2                           3.000000e-004       3.018519e-004
N2O                           0.000000e+000       4.166783e-013
HNO                           0.000000e+000       4.127331e-013
CN                            0.000000e+000       1.416698e-020
HCN                           0.000000e+000       5.785872e-009
H2CN                          0.000000e+000       1.424332e-014
HCNN                          0.000000e+000       2.103317e-027
HCNO                          0.000000e+000       2.128299e-012
HOCN                          0.000000e+000       2.143615e-015
HNCO                          0.000000e+000       1.099311e-011
NCO                           0.000000e+000       1.613767e-018
N2                            7.138000e-001       7.138000e-001
AR                            0.000000e+000       0.000000e+000
C3H7                          0.000000e+000       1.227651e-014
C3H8                          0.000000e+000       6.901413e-011
CH2CHO                        0.000000e+000       3.659551e-014
CH3CHO                        0.000000e+000       1.320400e-013
-----------------------------------------------------------------------------
