
-----------------------------------------------------------------------------
Status                        Initial             Final
C2H2                          0.000000e+000       1.485199e-011
C2H3                          0.000000e+000       1.182868e-015
C2H4                          0.000000e+000       1.670095e-006
C2H5                          0.000000e+000       6.299164e-011
C2H6                          5.254550e-004       5.237216e-004
HCCO                          0.000000e+000       9.154751e-019
CH2CO                         0.000000e+000       2.941047e-010
HCCOH                         0.000000e+000       1.415344e-017
N                             0.000000e+000       3.140960e-021
NH                            0.000000e+000       1.532032e-020
NH2                           0.000000e+000       6.597354e-021
NH3                           0.000000e+000       3.909341e-018
NNH                           0.000000e+000       7.780609e-019
NO                            5.350374e-005       5.166740e-005
NO2                           2.460947e-005       2.742454e-005
N2O                           0.000000e+000       5.305054e-013
HNO                           0.000000e+000       3.835922e-013
CN                            0.000000e+000       5.733318e-022
HCN                           0.000000e+000       2.369257e-010
H2CN                          0.000000e+000       6.934632e-016
HCNN                          0.000000e+000       3.786344e-027
HCNO                          0.000000e+000       1.343085e-013
HOCN                          0.000000e+000       1.221879e-016
HNCO                          0.000000e+000       6.949333e-013
NCO                           0.000000e+000       8.821971e-019
N2                            7.143458e-001       7.143458e-001
AR                            0.000000e+000       0.000000e+000
C3H7                          0.000000e+000       1.643653e-014
C3H8                          0.000000e+000       8.847052e-011
CH2CHO                        0.000000e+000       4.933856e-014
CH3CHO                        0.000000e+000       1.656702e-013
--------------------------------------------------------------

-----------------------------------------------------------------------------
Mole fractions                Initial             Final
-----------------------------------------------------------------------------
H2                            0.000000e+000       4.667816e-009
H                             0.000000e+000       1.251605e-012
O                             0.000000e+000       6.912773e-012
O2                            8.500000e-002       8.499757e-002
OH                            0.000000e+000       2.102402e-010
H2O                           1.300000e-001       1.300025e-001
HO2                           0.000000e+000       4.571659e-009
H2O2                          0.000000e+000       1.624949e-010
C                             0.000000e+000       3.995293e-032
CH                            0.000000e+000       4.035124e-026
CH2                           0.000000e+000       3.133831e-016
CH2(S)                        0.000000e+000       1.420610e-017
CH3                           0.000000e+000       5.035402e-008
CH4                           4.410000e-003       4.409145e-003
CO                            0.000000e+000       1.225856e-008
CO2                           6.500000e-002       6.500000e-002
HCO                           0.000000e+000       7.817308e-015
CH2O                          0.000000e+000       6.848144e-007
CH2OH                         0.000000e+000       6.143850e-018
CH3O                          0.000000e+000       3.959538e-013
CH3OH                         0.000000e+000       7.046575e-010
C2H                           0.000000e+000       3.733733e-023
C2H2                          0.000000e+000       1.599452e-011
C2H3                          0.000000e+000       1.226386e-015
C2H4                          0.000000e+000       1.669323e-006
C2H5                          0.000000e+000       6.077870e-011
C2H6                          4.900000e-004       4.883835e-004
HCCO                          0.000000e+000       6.256761e-019
CH2CO                         0.000000e+000       1.961843e-010
HCCOH                         0.000000e+000       9.441138e-018
N                             0.000000e+000       6.287981e-021
NH                            0.000000e+000       2.861123e-020
NH2                           0.000000e+000       1.154569e-020
NH3                           0.000000e+000       6.436612e-018
NNH                           0.000000e+000       7.517617e-019
NO                            5.000000e-005       4.828391e-005
NO2                           1.500000e-005       1.671584e-005
N2O                           0.000000e+000       3.379892e-013
HNO                           0.000000e+000       3.468215e-013
CN                            0.000000e+000       6.179112e-022
HCN                           0.000000e+000       2.458241e-010
H2CN                          0.000000e+000       6.936371e-016
HCNN                          0.000000e+000       2.587502e-027
HCNO                          0.000000e+000       8.753395e-014
HOCN                          0.000000e+000       7.963450e-017
HNCO                          0.000000e+000       4.529145e-013
NCO                           0.000000e+000       5.887549e-019
N2                            7.150350e-001       7.150350e-001
AR                            0.000000e+000       0.000000e+000
C3H7                          0.000000e+000       1.069640e-014
C3H8                          0.000000e+000       5.625790e-011
CH2CHO                        0.000000e+000       3.214088e-014
CH3CHO                        0.000000e+000       1.054540e-013
-----------------------------------------------------------------------------
