
-----------------------------------------------------------------------------
Status                        Initial             Final
C2H2                          0.000000e+000       1.756181e-011
C2H3                          0.000000e+000       1.257838e-015
C2H4                          0.000000e+000       1.816222e-006
C2H5                          0.000000e+000       6.157497e-011
C2H6                          5.254066e-004       5.235255e-004
HCCO                          0.000000e+000       1.034946e-018
CH2CO                         0.000000e+000       3.471864e-010
HCCOH                         0.000000e+000       1.808160e-017
N                             0.000000e+000       2.254504e-020
NH                            0.000000e+000       2.007021e-020
NH2                           0.000000e+000       5.612450e-020
NH3                           0.000000e+000       3.712385e-017
NNH                           0.000000e+000       4.502557e-019
NO                            4.279905e-004       4.260494e-004
NO2                           1.968576e-004       1.998300e-004
N2O                           0.000000e+000       5.237455e-013
HNO                           0.000000e+000       4.152327e-013
CN                            0.000000e+000       4.933881e-021
HCN                           0.000000e+000       2.099266e-009
H2CN                          0.000000e+000       5.632771e-015
HCNN                          0.000000e+000       3.172761e-027
HCNO                          0.000000e+000       1.213038e-012
HOCN                          0.000000e+000       1.166194e-015
HNCO                          0.000000e+000       6.268538e-012
NCO                           0.000000e+000       2.027747e-018
N2                            7.138254e-001       7.138254e-001
AR                            0.000000e+000       0.000000e+000
C3H7                          0.000000e+000       1.757028e-014
C3H8                          0.000000e+000       9.919332e-011
CH2CHO                        0.000000e+000       5.229510e-014
CH3CHO                        0.000000e+000       1.840230e-013
--------------------------------------------------------------

-----------------------------------------------------------------------------
Mole fractions                Initial             Final
-----------------------------------------------------------------------------
H2                            0.000000e+000       3.138441e-009
H                             0.000000e+000       7.249912e-013
O                             0.000000e+000       6.491124e-012
O2                            8.500000e-002       8.499739e-002
OH                            0.000000e+000       2.055404e-010
H2O                           1.300000e-001       1.300027e-001
HO2                           0.000000e+000       5.461146e-010
H2O2                          0.000000e+000       1.907544e-011
C                             0.000000e+000       1.908619e-031
CH                            0.000000e+000       3.383586e-026
CH2                           0.000000e+000       2.973073e-016
CH2(S)                        0.000000e+000       1.361879e-017
CH3                           0.000000e+000       4.959621e-008
CH4                           4.410000e-003       4.409082e-003
CO                            0.000000e+000       1.401233e-008
CO2                           6.500000e-002       6.500000e-002
HCO                           0.000000e+000       8.199554e-015
CH2O                          0.000000e+000       7.279755e-007
CH2OH                         0.000000e+000       4.011900e-018
CH3O                          0.000000e+000       2.665947e-013
CH3OH                         0.000000e+000       6.876911e-010
C2H                           0.000000e+000       4.308732e-023
C2H2                          0.000000e+000       1.891453e-011
C2H3                          0.000000e+000       1.304234e-015
C2H4                          0.000000e+000       1.815550e-006
C2H5                          0.000000e+000       5.941727e-011
C2H6                          4.900000e-004       4.882457e-004
HCCO                          0.000000e+000       7.073929e-019
CH2CO                         0.000000e+000       2.316141e-010
HCCOH                         0.000000e+000       1.206255e-017
N                             0.000000e+000       4.513775e-020
NH                            0.000000e+000       3.748526e-020
NH2                           0.000000e+000       9.822966e-020
NH3                           0.000000e+000       6.112893e-017
NNH                           0.000000e+000       4.350767e-019
NO                            4.000000e-004       3.981859e-004
NO2                           1.200000e-004       1.218119e-004
N2O                           0.000000e+000       3.337132e-013
HNO                           0.000000e+000       3.754635e-013
CN                            0.000000e+000       5.318005e-021
HCN                           0.000000e+000       2.178310e-009
H2CN                          0.000000e+000       5.634703e-015
HCNN                          0.000000e+000       2.168394e-027
HCNO                          0.000000e+000       7.906560e-013
HOCN                          0.000000e+000       7.601230e-016
HNCO                          0.000000e+000       4.085822e-012
NCO                           0.000000e+000       1.353390e-018
N2                            7.145800e-001       7.145800e-001
AR                            0.000000e+000       0.000000e+000
C3H7                          0.000000e+000       1.143527e-014
C3H8                          0.000000e+000       6.308228e-011
CH2CHO                        0.000000e+000       3.407002e-014
CH3CHO                        0.000000e+000       1.171468e-013
-----------------------------------------------------------------------------
