
-----------------------------------------------------------------------------
Status                        Initial             Final
C2H2                          0.000000e+000       2.132551e-011
C2H3                          0.000000e+000       1.404781e-015
C2H4                          0.000000e+000       2.000817e-006
C2H5                          0.000000e+000       6.213127e-011
C2H6                          5.252128e-004       5.231464e-004
HCCO                          0.000000e+000       1.192145e-018
CH2CO                         0.000000e+000       4.228821e-010
HCCOH                         0.000000e+000       2.417085e-017
N                             0.000000e+000       6.143423e-020
NH                            0.000000e+000       2.580911e-020
NH2                           0.000000e+000       2.783665e-019
NH3                           0.000000e+000       2.016363e-016
NNH                           0.000000e+000       2.138352e-019
NO                            1.925247e-003       1.923262e-003
NO2                           8.855327e-004       8.885582e-004
N2O                           0.000000e+000       8.902176e-013
HNO                           0.000000e+000       4.871408e-013
CN                            0.000000e+000       2.432350e-020
HCN                           0.000000e+000       1.038665e-008
H2CN                          0.000000e+000       2.563215e-014
HCNN                          0.000000e+000       2.859791e-027
HCNO                          0.000000e+000       6.086177e-012
HOCN                          0.000000e+000       6.352207e-015
HNCO                          0.000000e+000       3.142982e-011
NCO                           0.000000e+000       2.606050e-018
N2                            7.117447e-001       7.117447e-001
AR                            0.000000e+000       0.000000e+000
C3H7                          0.000000e+000       1.959741e-014
C3H8                          0.000000e+000       1.149549e-010
CH2CHO                        0.000000e+000       5.846960e-014
CH3CHO                        0.000000e+000       2.261991e-013
--------------------------------------------------------------

-----------------------------------------------------------------------------
Mole fractions                Initial             Final
-----------------------------------------------------------------------------
H2                            0.000000e+000       1.668246e-009
H                             0.000000e+000       3.453295e-013
O                             0.000000e+000       6.667197e-012
O2                            8.500000e-002       8.499720e-002
OH                            0.000000e+000       2.076453e-010
H2O                           1.300000e-001       1.300029e-001
HO2                           0.000000e+000       1.267692e-010
H2O2                          0.000000e+000       4.448810e-012
C                             0.000000e+000       8.962263e-033
CH                            0.000000e+000       3.058776e-026
CH2                           0.000000e+000       2.923866e-016
CH2(S)                        0.000000e+000       1.395374e-017
CH3                           0.000000e+000       4.999587e-008
CH4                           4.410000e-003       4.408979e-003
CO                            0.000000e+000       1.650792e-008
CO2                           6.500000e-002       6.500000e-002
HCO                           0.000000e+000       9.025216e-015
CH2O                          0.000000e+000       7.960599e-007
CH2OH                         0.000000e+000       3.901187e-018
CH3O                          0.000000e+000       2.558720e-013
CH3OH                         0.000000e+000       7.700114e-010
C2H                           0.000000e+000       5.304578e-023
C2H2                          0.000000e+000       2.297661e-011
C2H3                          0.000000e+000       1.457134e-015
C2H4                          0.000000e+000       2.000814e-006
C2H5                          0.000000e+000       5.997620e-011
C2H6                          4.900000e-004       4.880721e-004
HCCO                          0.000000e+000       8.151403e-019
CH2CO                         0.000000e+000       2.822161e-010
HCCOH                         0.000000e+000       1.613075e-017
N                             0.000000e+000       1.230437e-019
NH                            0.000000e+000       4.822162e-020
NH2                           0.000000e+000       4.873796e-019
NH3                           0.000000e+000       3.321412e-016
NNH                           0.000000e+000       2.067026e-019
NO                            1.800000e-003       1.798144e-003
NO2                           5.400000e-004       5.418449e-004
N2O                           0.000000e+000       5.674262e-013
HNO                           0.000000e+000       4.406471e-013
CN                            0.000000e+000       2.622686e-020
HCN                           0.000000e+000       1.078172e-008
H2CN                          0.000000e+000       2.565040e-014
HCNN                          0.000000e+000       1.955218e-027
HCNO                          0.000000e+000       3.968422e-012
HOCN                          0.000000e+000       4.141884e-015
HNCO                          0.000000e+000       2.049345e-011
NCO                           0.000000e+000       1.740010e-018
N2                            7.127600e-001       7.127600e-001
AR                            0.000000e+000       0.000000e+000
C3H7                          0.000000e+000       1.275929e-014
C3H8                          0.000000e+000       7.313285e-011
CH2CHO                        0.000000e+000       3.810672e-014
CH3CHO                        0.000000e+000       1.440488e-013
-----------------------------------------------------------------------------
