
-----------------------------------------------------------------------------
Status                        Initial             Final
C2H2                          0.000000e+000       1.589989e-011
C2H3                          0.000000e+000       1.205748e-015
C2H4                          0.000000e+000       1.727482e-006
C2H5                          0.000000e+000       6.167129e-011
C2H6                          5.254412e-004       5.236497e-004
HCCO                          0.000000e+000       9.557438e-019
CH2CO                         0.000000e+000       3.143371e-010
HCCOH                         0.000000e+000       1.563759e-017
N                             0.000000e+000       9.303377e-021
NH                            0.000000e+000       1.702959e-020
NH2                           0.000000e+000       2.019452e-020
NH3                           0.000000e+000       1.258969e-017
NNH                           0.000000e+000       5.907961e-019
NO                            1.605070e-004       1.586213e-004
NO2                           7.382648e-005       7.671637e-005
N2O                           0.000000e+000       4.895242e-013
HNO                           0.000000e+000       3.902485e-013
CN                            0.000000e+000       1.773572e-021
HCN                           0.000000e+000       7.460740e-010
H2CN                          0.000000e+000       2.096569e-015
HCNN                          0.000000e+000       3.392300e-027
HCNO                          0.000000e+000       4.253591e-013
HOCN                          0.000000e+000       3.955008e-016
HNCO                          0.000000e+000       2.199376e-012
NCO                           0.000000e+000       1.525317e-018
N2                            7.141971e-001       7.141971e-001
AR                            0.000000e+000       0.000000e+000
C3H7                          0.000000e+000       1.682814e-014
C3H8                          0.000000e+000       9.246543e-011
CH2CHO                        0.000000e+000       5.017640e-014
CH3CHO                        0.000000e+000       1.701045e-013
--------------------------------------------------------------

-----------------------------------------------------------------------------
Mole fractions                Initial             Final
-----------------------------------------------------------------------------
H2                            0.000000e+000       3.859520e-009
H                             0.000000e+000       9.507298e-013
O                             0.000000e+000       6.582763e-012
O2                            8.500000e-002       8.499750e-002
OH                            0.000000e+000       2.057889e-010
H2O                           1.300000e-001       1.300025e-001
HO2                           0.000000e+000       1.463355e-009
H2O2                          0.000000e+000       5.127417e-011
C                             0.000000e+000       0.000000e+000
CH                            0.000000e+000       3.615874e-026
CH2                           0.000000e+000       3.043040e-016
CH2(S)                        0.000000e+000       1.383554e-017
CH3                           0.000000e+000       4.958758e-008
CH4                           4.410000e-003       4.409126e-003
CO                            0.000000e+000       1.288834e-008
CO2                           6.500000e-002       6.500000e-002
HCO                           0.000000e+000       7.884419e-015
CH2O                          0.000000e+000       6.969508e-007
CH2OH                         0.000000e+000       4.515626e-018
CH3O                          0.000000e+000       2.951694e-013
CH3OH                         0.000000e+000       6.666580e-010
C2H                           0.000000e+000       3.926693e-023
C2H2                          0.000000e+000       1.712348e-011
C2H3                          0.000000e+000       1.250141e-015
C2H4                          0.000000e+000       1.726729e-006
C2H5                          0.000000e+000       5.950631e-011
C2H6                          4.900000e-004       4.883294e-004
HCCO                          0.000000e+000       6.532147e-019
CH2CO                         0.000000e+000       2.096860e-010
HCCOH                         0.000000e+000       1.043142e-017
N                             0.000000e+000       1.862520e-020
NH                            0.000000e+000       3.180419e-020
NH2                           0.000000e+000       3.534232e-020
NH3                           0.000000e+000       2.072910e-017
NNH                           0.000000e+000       5.708417e-019
NO                            1.500000e-004       1.482377e-004
NO2                           4.500000e-005       4.676150e-005
N2O                           0.000000e+000       3.118879e-013
HNO                           0.000000e+000       3.528490e-013
CN                            0.000000e+000       1.911527e-021
HCN                           0.000000e+000       7.741151e-010
H2CN                          0.000000e+000       2.097150e-015
HCNN                          0.000000e+000       2.318283e-027
HCNO                          0.000000e+000       2.772300e-013
HOCN                          0.000000e+000       2.577698e-016
HNCO                          0.000000e+000       1.433455e-012
NCO                           0.000000e+000       1.017983e-018
N2                            7.149050e-001       7.149050e-001
AR                            0.000000e+000       0.000000e+000
C3H7                          0.000000e+000       1.095154e-014
C3H8                          0.000000e+000       5.879979e-011
CH2CHO                        0.000000e+000       3.268754e-014
CH3CHO                        0.000000e+000       1.082794e-013
-----------------------------------------------------------------------------
