0.00125 	-0.00403089
0.00375 	-0.00698068
0.00625 	-0.0114921
0.00875 	-0.0161361
0.01125 	-0.0206905
0.01375 	-0.0252118
0.01625 	-0.0297158
0.01875 	-0.0341974
0.02125 	-0.0386496
0.02375 	-0.0430672
0.02625 	-0.0474455
0.02875 	-0.0517798
0.03125 	-0.0560655
0.03375 	-0.0602979
0.03625 	-0.0644723
0.03875 	-0.0685837
0.04125 	-0.0726271
0.04375 	-0.0765975
0.04625 	-0.0804896
0.04875 	-0.084298
0.05125 	-0.0880169
0.05375 	-0.0916404
0.05625 	-0.0951624
0.05875 	-0.0985763
0.06125 	-0.101875
0.06375 	-0.105052
0.06625 	-0.1081
0.06875 	-0.111009
0.07125 	-0.113773
0.07375 	-0.11638
0.07625 	-0.118823
0.07875 	-0.12109
0.08125 	-0.123169
0.08375 	-0.12505
0.08625 	-0.12672
0.08875 	-0.128164
0.09125 	-0.129368
0.09375 	-0.130318
0.09625 	-0.130995
0.09875 	-0.131384
0.10125 	-0.131466
0.103807 	-0.131214
0.106482 	-0.130562
0.109285 	-0.129424
0.112221 	-0.127702
0.115295 	-0.125277
0.118515 	-0.122011
0.121886 	-0.117742
0.125417 	-0.112282
0.129116 	-0.105415
0.132988 	-0.0968933
0.137044 	-0.0864404
0.141291 	-0.0737498
0.145739 	-0.0584907
0.150396 	-0.0403148
0.155274 	-0.0188677
0.160381 	0.00619461
0.16573 	0.0351852
0.17133 	0.0683594
0.177194 	0.105884
0.183335 	0.147801
0.189765 	0.193984
0.196498 	0.244101
0.203547 	0.297558
0.210928 	0.353458
0.218656 	0.410559
0.226747 	0.467206
0.235219 	0.521459
0.244088 	0.57044
0.253312 	0.613703
0.263 	0.636704
0.272525 	0.670577
0.278875 	0.704039
0.282975 	0.610704
0.289004 	0.628103
0.296213 	0.632922
0.302854 	0.6272
0.307573 	0.613287
0.31052 	0.546484
0.314674 	0.532862
0.319953 	0.514397
0.324866 	0.492391
0.329449 	0.467875
0.333733 	0.441661
0.336374 	0.41439
0.338315 	0.376136
0.341503 	0.352219
0.34503 	0.327822
0.348342 	0.303263
0.351451 	0.27881
0.354375 	0.254633
0.357125 	0.230874
0.359714 	0.207642
0.362152 	0.185012
0.363448 	0.163064
0.36456 	0.148733
0.366604 	0.129549
0.36863 	0.111029
0.370531 	0.0932167
0.372313 	0.0761553
0.373978 	0.05989
0.375527 	0.0445278
0.37696 	0.0305185
0.378275 	0.0188231
