
-----------------------------------------------------------------------------
Status                        Initial             Final
C2H2                          0.000000e+000       1.275578e-011
C2H3                          0.000000e+000       1.197089e-015
C2H4                          0.000000e+000       1.556153e-006
C2H5                          0.000000e+000       6.927149e-011
C2H6                          5.254606e-004       5.238409e-004
HCCO                          0.000000e+000       8.791613e-019
CH2CO                         0.000000e+000       2.553707e-010
HCCOH                         0.000000e+000       1.133741e-017
N                             0.000000e+000       5.333428e-022
NH                            0.000000e+000       1.778345e-020
NH2                           0.000000e+000       1.322127e-021
NH3                           0.000000e+000       6.632408e-019
NNH                           0.000000e+000       1.787863e-018
NO                            1.070086e-005       9.031008e-006
NO2                           4.921947e-006       7.482085e-006
N2O                           0.000000e+000       8.869822e-013
HNO                           0.000000e+000       4.029106e-013
CN                            0.000000e+000       1.079943e-022
HCN                           0.000000e+000       4.054469e-011
H2CN                          0.000000e+000       1.281010e-016
HCNN                          0.000000e+000       6.005782e-027
HCNO                          0.000000e+000       2.264954e-014
HOCN                          0.000000e+000       2.004089e-017
HNCO                          0.000000e+000       1.173030e-013
NCO                           0.000000e+000       2.521731e-019
N2                            7.144052e-001       7.144052e-001
AR                            0.000000e+000       0.000000e+000
C3H7                          0.000000e+000       1.613084e-014
C3H8                          0.000000e+000       8.028973e-011
CH2CHO                        0.000000e+000       5.060364e-014
CH3CHO                        0.000000e+000       1.731308e-013
--------------------------------------------------------------

-----------------------------------------------------------------------------
Mole fractions                Initial             Final
-----------------------------------------------------------------------------
H2                            0.000000e+000       7.761704e-009
H                             0.000000e+000       2.874326e-012
O                             0.000000e+000       8.820838e-012
O2                            8.500000e-002       8.499767e-002
OH                            0.000000e+000       2.319589e-010
H2O                           1.300000e-001       1.300023e-001
HO2                           0.000000e+000       2.791699e-008
H2O2                          0.000000e+000       1.110054e-009
C                             0.000000e+000       0.000000e+000
CH                            0.000000e+000       6.400231e-026
CH2                           0.000000e+000       3.632217e-016
CH2(S)                        0.000000e+000       1.644987e-017
CH3                           0.000000e+000       5.320671e-008
CH4                           4.410000e-003       4.409144e-003
CO                            0.000000e+000       1.145343e-008
CO2                           6.500000e-002       6.500000e-002
HCO                           0.000000e+000       8.438760e-015
CH2O                          0.000000e+000       6.994355e-007
CH2OH                         0.000000e+000       1.858436e-017
CH3O                          0.000000e+000       1.180109e-012
CH3OH                         0.000000e+000       1.016738e-009
C2H                           0.000000e+000       3.530394e-023
C2H2                          0.000000e+000       1.373691e-011
C2H3                          0.000000e+000       1.241117e-015
C2H4                          0.000000e+000       1.555417e-006
C2H5                          0.000000e+000       6.683723e-011
C2H6                          4.900000e-004       4.884897e-004
HCCO                          0.000000e+000       6.008513e-019
CH2CO                         0.000000e+000       1.703447e-010
HCCOH                         0.000000e+000       7.562604e-018
N                             0.000000e+000       1.067704e-021
NH                            0.000000e+000       3.321085e-020
NH2                           0.000000e+000       2.313763e-021
NH3                           0.000000e+000       1.091995e-018
NNH                           0.000000e+000       1.727413e-018
NO                            1.000000e-005       8.439515e-006
NO2                           3.000000e-006       4.560443e-006
N2O                           0.000000e+000       5.650974e-013
HNO                           0.000000e+000       3.642841e-013
CN                            0.000000e+000       1.163902e-022
HCN                           0.000000e+000       4.206701e-011
H2CN                          0.000000e+000       1.281318e-016
HCNN                          0.000000e+000       4.104173e-027
HCNO                          0.000000e+000       1.476141e-014
HOCN                          0.000000e+000       1.306127e-017
HNCO                          0.000000e+000       7.645000e-014
NCO                           0.000000e+000       1.682918e-019
N2                            7.150870e-001       7.150870e-001
AR                            0.000000e+000       0.000000e+000
C3H7                          0.000000e+000       1.049736e-014
C3H8                          0.000000e+000       5.105524e-011
CH2CHO                        0.000000e+000       3.296465e-014
CH3CHO                        0.000000e+000       1.102017e-013
-----------------------------------------------------------------------------
