
-----------------------------------------------------------------------------
Status                        Initial             Final
C2H2                          0.000000e+000       1.888104e-011
C2H3                          0.000000e+000       1.322413e-015
C2H4                          0.000000e+000       1.882647e-006
C2H5                          0.000000e+000       6.154230e-011
C2H6                          5.253650e-004       5.234172e-004
HCCO                          0.000000e+000       1.107353e-018
CH2CO                         0.000000e+000       3.735086e-010
HCCOH                         0.000000e+000       2.013954e-017
N                             0.000000e+000       3.490186e-020
NH                            0.000000e+000       2.234080e-020
NH2                           0.000000e+000       1.027999e-019
NH3                           0.000000e+000       6.982528e-017
NNH                           0.000000e+000       3.602257e-019
NO                            7.489241e-004       7.469526e-004
NO2                           3.444736e-004       3.474898e-004
N2O                           0.000000e+000       5.839604e-013
HNO                           0.000000e+000       4.365053e-013
CN                            0.000000e+000       9.042439e-021
HCN                           0.000000e+000       3.808311e-009
H2CN                          0.000000e+000       9.870473e-015
HCNN                          0.000000e+000       2.793533e-027
HCNO                          0.000000e+000       2.224732e-012
HOCN                          0.000000e+000       2.192592e-015
HNCO                          0.000000e+000       1.149322e-011
NCO                           0.000000e+000       2.290785e-018
N2                            7.133794e-001       7.133794e-001
AR                            0.000000e+000       0.000000e+000
C3H7                          0.000000e+000       1.847689e-014
C3H8                          0.000000e+000       1.047538e-010
CH2CHO                        0.000000e+000       5.495971e-014
CH3CHO                        0.000000e+000       1.973709e-013
--------------------------------------------------------------

-----------------------------------------------------------------------------
Mole fractions                Initial             Final
-----------------------------------------------------------------------------
H2                            0.000000e+000       2.618536e-009
H                             0.000000e+000       5.803997e-013
O                             0.000000e+000       6.493038e-012
O2                            8.500000e-002       8.499732e-002
OH                            0.000000e+000       2.055194e-010
H2O                           1.300000e-001       1.300028e-001
HO2                           0.000000e+000       3.134114e-010
H2O2                          0.000000e+000       1.098059e-011
C                             0.000000e+000       2.135647e-035
CH                            0.000000e+000       2.980839e-026
CH2                           0.000000e+000       3.030910e-016
CH2(S)                        0.000000e+000       1.400814e-017
CH3                           0.000000e+000       4.957328e-008
CH4                           4.410000e-003       4.409047e-003
CO                            0.000000e+000       1.489723e-008
CO2                           6.500000e-002       6.500000e-002
HCO                           0.000000e+000       8.532298e-015
CH2O                          0.000000e+000       7.524826e-007
CH2OH                         0.000000e+000       3.999325e-018
CH3O                          0.000000e+000       2.596475e-013
CH3OH                         0.000000e+000       7.151996e-010
C2H                           0.000000e+000       4.678631e-023
C2H2                          0.000000e+000       2.033699e-011
C2H3                          0.000000e+000       1.371300e-015
C2H4                          0.000000e+000       1.882098e-006
C2H5                          0.000000e+000       5.939044e-011
C2H6                          4.900000e-004       4.881833e-004
HCCO                          0.000000e+000       7.569437e-019
CH2CO                         0.000000e+000       2.491938e-010
HCCOH                         0.000000e+000       1.343650e-017
N                             0.000000e+000       6.988303e-020
NH                            0.000000e+000       4.172936e-020
NH2                           0.000000e+000       1.799357e-019
NH3                           0.000000e+000       1.149849e-016
NNH                           0.000000e+000       3.481093e-019
NO                            7.000000e-004       6.981573e-004
NO2                           2.100000e-004       2.118388e-004
N2O                           0.000000e+000       3.721095e-013
HNO                           0.000000e+000       3.947300e-013
CN                            0.000000e+000       9.747203e-021
HCN                           0.000000e+000       3.952018e-009
H2CN                          0.000000e+000       9.874640e-015
HCNN                          0.000000e+000       1.909365e-027
HCNO                          0.000000e+000       1.450191e-012
HOCN                          0.000000e+000       1.429240e-015
HNCO                          0.000000e+000       7.491852e-012
NCO                           0.000000e+000       1.529071e-018
N2                            7.141900e-001       7.141900e-001
AR                            0.000000e+000       0.000000e+000
C3H7                          0.000000e+000       1.202627e-014
C3H8                          0.000000e+000       6.662374e-011
CH2CHO                        0.000000e+000       3.580882e-014
CH3CHO                        0.000000e+000       1.256539e-013
-----------------------------------------------------------------------------
