
-----------------------------------------------------------------------------
Status                        Initial             Final
C2H2                          0.000000e+000       2.070984e-011
C2H3                          0.000000e+000       1.388650e-015
C2H4                          0.000000e+000       1.973621e-006
C2H5                          0.000000e+000       6.214102e-011
C2H6                          5.252682e-004       5.232288e-004
HCCO                          0.000000e+000       1.179461e-018
CH2CO                         0.000000e+000       4.103547e-010
HCCOH                         0.000000e+000       2.324432e-017
N                             0.000000e+000       5.416375e-020
NH                            0.000000e+000       2.498081e-020
NH2                           0.000000e+000       2.146800e-019
NH3                           0.000000e+000       1.527066e-016
NNH                           0.000000e+000       2.509204e-019
NO                            1.497572e-003       1.495579e-003
NO2                           6.888202e-004       6.918620e-004
N2O                           0.000000e+000       7.623459e-013
HNO                           0.000000e+000       4.735790e-013
CN                            0.000000e+000       1.880724e-020
HCN                           0.000000e+000       7.975043e-009
H2CN                          0.000000e+000       1.994551e-014
HCNN                          0.000000e+000       2.904665e-027
HCNO                          0.000000e+000       4.677583e-012
HOCN                          0.000000e+000       4.801947e-015
HNCO                          0.000000e+000       2.415705e-011
NCO                           0.000000e+000       2.540632e-018
N2                            7.123390e-001       7.123390e-001
AR                            0.000000e+000       0.000000e+000
C3H7                          0.000000e+000       1.938269e-014
C3H8                          0.000000e+000       1.123051e-010
CH2CHO                        0.000000e+000       5.776108e-014
CH3CHO                        0.000000e+000       2.181036e-013
--------------------------------------------------------------

-----------------------------------------------------------------------------
Mole fractions                Initial             Final
-----------------------------------------------------------------------------
H2                            0.000000e+000       1.917516e-009
H                             0.000000e+000       4.048808e-013
O                             0.000000e+000       6.615361e-012
O2                            8.500000e-002       8.499722e-002
OH                            0.000000e+000       2.076328e-010
H2O                           1.300000e-001       1.300029e-001
HO2                           0.000000e+000       1.610872e-010
H2O2                          0.000000e+000       5.654299e-012
C                             0.000000e+000       4.500674e-034
CH                            0.000000e+000       3.104051e-026
CH2                           0.000000e+000       2.970840e-016
CH2(S)                        0.000000e+000       1.401505e-017
CH3                           0.000000e+000       5.002935e-008
CH4                           4.410000e-003       4.408995e-003
CO                            0.000000e+000       1.610932e-008
CO2                           6.500000e-002       6.500000e-002
HCO                           0.000000e+000       8.922622e-015
CH2O                          0.000000e+000       7.862454e-007
CH2OH                         0.000000e+000       3.931914e-018
CH3O                          0.000000e+000       2.571241e-013
CH3OH                         0.000000e+000       7.559837e-010
C2H                           0.000000e+000       5.151575e-023
C2H2                          0.000000e+000       2.231092e-011
C2H3                          0.000000e+000       1.440251e-015
C2H4                          0.000000e+000       1.973410e-006
C2H5                          0.000000e+000       5.997929e-011
C2H6                          4.900000e-004       4.880975e-004
HCCO                          0.000000e+000       8.063825e-019
CH2CO                         0.000000e+000       2.738269e-010
HCCOH                         0.000000e+000       1.551078e-017
N                             0.000000e+000       1.084706e-019
NH                            0.000000e+000       4.666912e-020
NH2                           0.000000e+000       3.758340e-019
NH3                           0.000000e+000       2.515163e-016
NNH                           0.000000e+000       2.425253e-019
NO                            1.400000e-003       1.398137e-003
NO2                           4.200000e-004       4.218547e-004
N2O                           0.000000e+000       4.858694e-013
HNO                           0.000000e+000       4.283345e-013
CN                            0.000000e+000       2.027681e-020
HCN                           0.000000e+000       8.277510e-009
H2CN                          0.000000e+000       1.995761e-014
HCNN                          0.000000e+000       1.985689e-027
HCNO                          0.000000e+000       3.049643e-012
HOCN                          0.000000e+000       3.130725e-015
HNCO                          0.000000e+000       1.574967e-011
NCO                           0.000000e+000       1.696153e-018
N2                            7.132800e-001       7.132800e-001
AR                            0.000000e+000       0.000000e+000
C3H7                          0.000000e+000       1.261816e-014
C3H8                          0.000000e+000       7.143956e-011
CH2CHO                        0.000000e+000       3.764099e-014
CH3CHO                        0.000000e+000       1.388788e-013
-----------------------------------------------------------------------------
