
-----------------------------------------------------------------------------
Status                        Initial             Final
C2H2                          0.000000e+000       1.804084e-011
C2H3                          0.000000e+000       1.272725e-015
C2H4                          0.000000e+000       1.840157e-006
C2H5                          0.000000e+000       6.165497e-011
C2H6                          5.253927e-004       5.234876e-004
HCCO                          0.000000e+000       1.057281e-018
CH2CO                         0.000000e+000       3.567261e-010
HCCOH                         0.000000e+000       1.886392e-017
N                             0.000000e+000       2.701485e-020
NH                            0.000000e+000       2.084562e-020
NH2                           0.000000e+000       7.095045e-020
NH3                           0.000000e+000       4.768626e-017
NNH                           0.000000e+000       4.154966e-019
NO                            5.349740e-004       5.330216e-004
NO2                           2.460656e-004       2.490543e-004
N2O                           0.000000e+000       5.424099e-013
HNO                           0.000000e+000       4.237040e-013
CN                            0.000000e+000       6.233379e-021
HCN                           0.000000e+000       2.659052e-009
H2CN                          0.000000e+000       7.057267e-015
HCNN                          0.000000e+000       3.157704e-027
HCNO                          0.000000e+000       1.542792e-012
HOCN                          0.000000e+000       1.497187e-015
HNCO                          0.000000e+000       7.971564e-012
NCO                           0.000000e+000       2.121922e-018
N2                            7.136767e-001       7.136767e-001
AR                            0.000000e+000       0.000000e+000
C3H7                          0.000000e+000       1.777732e-014
C3H8                          0.000000e+000       1.011699e-010
CH2CHO                        0.000000e+000       5.291235e-014
CH3CHO                        0.000000e+000       1.886662e-013
--------------------------------------------------------------

-----------------------------------------------------------------------------
Mole fractions                Initial             Final
-----------------------------------------------------------------------------
H2                            0.000000e+000       2.938043e-009
H                             0.000000e+000       6.691677e-013
O                             0.000000e+000       6.492458e-012
O2                            8.500000e-002       8.499737e-002
OH                            0.000000e+000       2.058332e-010
H2O                           1.300000e-001       1.300027e-001
HO2                           0.000000e+000       4.379165e-010
H2O2                          0.000000e+000       1.529691e-011
C                             0.000000e+000       0.000000e+000
CH                            0.000000e+000       3.368241e-026
CH2                           0.000000e+000       2.957864e-016
CH2(S)                        0.000000e+000       1.358950e-017
CH3                           0.000000e+000       4.966763e-008
CH4                           4.410000e-003       4.409069e-003
CO                            0.000000e+000       1.433343e-008
CO2                           6.500000e-002       6.500000e-002
HCO                           0.000000e+000       8.292147e-015
CH2O                          0.000000e+000       7.367133e-007
CH2OH                         0.000000e+000       3.951480e-018
CH3O                          0.000000e+000       2.636082e-013
CH3OH                         0.000000e+000       6.969429e-010
C2H                           0.000000e+000       4.423729e-023
C2H2                          0.000000e+000       1.943097e-011
C2H3                          0.000000e+000       1.319705e-015
C2H4                          0.000000e+000       1.839524e-006
C2H5                          0.000000e+000       5.949604e-011
C2H6                          4.900000e-004       4.882232e-004
HCCO                          0.000000e+000       7.226783e-019
CH2CO                         0.000000e+000       2.379845e-010
HCCOH                         0.000000e+000       1.258478e-017
N                             0.000000e+000       5.408825e-020
NH                            0.000000e+000       3.893454e-020
NH2                           0.000000e+000       1.241815e-019
NH3                           0.000000e+000       7.852330e-017
NNH                           0.000000e+000       4.015000e-019
NO                            5.000000e-004       4.981753e-004
NO2                           1.500000e-004       1.518219e-004
N2O                           0.000000e+000       3.456146e-013
HNO                           0.000000e+000       3.831336e-013
CN                            0.000000e+000       6.718852e-021
HCN                           0.000000e+000       2.759247e-009
H2CN                          0.000000e+000       7.059874e-015
HCNN                          0.000000e+000       2.158160e-027
HCNO                          0.000000e+000       1.005616e-012
HOCN                          0.000000e+000       9.758892e-016
HNCO                          0.000000e+000       5.195988e-012
NCO                           0.000000e+000       1.416282e-018
N2                            7.144500e-001       7.144500e-001
AR                            0.000000e+000       0.000000e+000
C3H7                          0.000000e+000       1.157032e-014
C3H8                          0.000000e+000       6.434099e-011
CH2CHO                        0.000000e+000       3.447305e-014
CH3CHO                        0.000000e+000       1.201058e-013
-----------------------------------------------------------------------------
