
-----------------------------------------------------------------------------
Status                        Initial             Final
C2H2                          0.000000e+000       1.851905e-011
C2H3                          0.000000e+000       1.297354e-015
C2H4                          0.000000e+000       1.867035e-006
C2H5                          0.000000e+000       6.202552e-011
C2H6                          5.253789e-004       5.234464e-004
HCCO                          0.000000e+000       1.085501e-018
CH2CO                         0.000000e+000       3.662638e-010
HCCOH                         0.000000e+000       1.955197e-017
N                             0.000000e+000       3.118582e-020
NH                            0.000000e+000       2.165536e-020
NH2                           0.000000e+000       8.665434e-020
NH3                           0.000000e+000       5.872028e-017
NNH                           0.000000e+000       3.882353e-019
NO                            6.419518e-004       6.399843e-004
NO2                           2.952709e-004       2.982820e-004
N2O                           0.000000e+000       5.634893e-013
HNO                           0.000000e+000       4.333538e-013
CN                            0.000000e+000       7.615432e-021
HCN                           0.000000e+000       3.237623e-009
H2CN                          0.000000e+000       8.525447e-015
HCNN                          0.000000e+000       3.135040e-027
HCNO                          0.000000e+000       1.879600e-012
HOCN                          0.000000e+000       1.843918e-015
HNCO                          0.000000e+000       9.710903e-012
NCO                           0.000000e+000       2.212718e-018
N2                            7.135280e-001       7.135280e-001
AR                            0.000000e+000       0.000000e+000
C3H7                          0.000000e+000       1.812123e-014
C3H8                          0.000000e+000       1.029772e-010
CH2CHO                        0.000000e+000       5.393202e-014
CH3CHO                        0.000000e+000       1.930897e-013
--------------------------------------------------------------

-----------------------------------------------------------------------------
Mole fractions                Initial             Final
-----------------------------------------------------------------------------
H2                            0.000000e+000       2.773946e-009
H                             0.000000e+000       6.253964e-013
O                             0.000000e+000       6.522363e-012
O2                            8.500000e-002       8.499733e-002
OH                            0.000000e+000       2.070983e-010
H2O                           1.300000e-001       1.300027e-001
HO2                           0.000000e+000       3.676917e-010
H2O2                          0.000000e+000       1.285960e-011
C                             0.000000e+000       1.116792e-034
CH                            0.000000e+000       3.344755e-026
CH2                           0.000000e+000       2.974538e-016
CH2(S)                        0.000000e+000       1.370677e-017
CH3                           0.000000e+000       4.997215e-008
CH4                           4.410000e-003       4.409055e-003
CO                            0.000000e+000       1.465825e-008
CO2                           6.500000e-002       6.500000e-002
HCO                           0.000000e+000       8.424507e-015
CH2O                          0.000000e+000       7.468362e-007
CH2OH                         0.000000e+000       3.949108e-018
CH3O                          0.000000e+000       2.630360e-013
CH3OH                         0.000000e+000       7.066806e-010
C2H                           0.000000e+000       4.564220e-023
C2H2                          0.000000e+000       1.994656e-011
C2H3                          0.000000e+000       1.345279e-015
C2H4                          0.000000e+000       1.866443e-006
C2H5                          0.000000e+000       5.985519e-011
C2H6                          4.900000e-004       4.881976e-004
HCCO                          0.000000e+000       7.419869e-019
CH2CO                         0.000000e+000       2.443539e-010
HCCOH                         0.000000e+000       1.304415e-017
N                             0.000000e+000       6.244086e-020
NH                            0.000000e+000       4.044800e-020
NH2                           0.000000e+000       1.516713e-019
NH3                           0.000000e+000       9.669518e-017
NNH                           0.000000e+000       3.751669e-019
NO                            6.000000e-004       5.981610e-004
NO2                           1.800000e-004       1.818356e-004
N2O                           0.000000e+000       3.590555e-013
HNO                           0.000000e+000       3.918697e-013
CN                            0.000000e+000       8.208760e-021
HCN                           0.000000e+000       3.359707e-009
H2CN                          0.000000e+000       8.528820e-015
HCNN                          0.000000e+000       2.142726e-027
HCNO                          0.000000e+000       1.225185e-012
HOCN                          0.000000e+000       1.201926e-015
HNCO                          0.000000e+000       6.329882e-012
NCO                           0.000000e+000       1.476923e-018
N2                            7.143200e-001       7.143200e-001
AR                            0.000000e+000       0.000000e+000
C3H7                          0.000000e+000       1.179446e-014
C3H8                          0.000000e+000       6.549210e-011
CH2CHO                        0.000000e+000       3.513831e-014
CH3CHO                        0.000000e+000       1.229251e-013
-----------------------------------------------------------------------------
