
-----------------------------------------------------------------------------
Status                        Initial             Final
C2H2                          0.000000e+000       1.698471e-011
C2H3                          0.000000e+000       1.234119e-015
C2H4                          0.000000e+000       1.786618e-006
C2H5                          0.000000e+000       6.174024e-011
C2H6                          5.254204e-004       5.235691e-004
HCCO                          0.000000e+000       1.004990e-018
CH2CO                         0.000000e+000       3.357348e-010
HCCOH                         0.000000e+000       1.726201e-017
N                             0.000000e+000       1.761226e-020
NH                            0.000000e+000       1.902359e-020
NH2                           0.000000e+000       4.134732e-020
NH3                           0.000000e+000       2.692637e-017
NNH                           0.000000e+000       4.947137e-019
NO                            3.210013e-004       3.190767e-004
NO2                           1.476471e-004       1.505953e-004
N2O                           0.000000e+000       5.065399e-013
HNO                           0.000000e+000       4.071943e-013
CN                            0.000000e+000       3.633686e-021
HCN                           0.000000e+000       1.548006e-009
H2CN                          0.000000e+000       4.228941e-015
HCNN                          0.000000e+000       3.260931e-027
HCNO                          0.000000e+000       8.891685e-013
HOCN                          0.000000e+000       8.459416e-016
HNCO                          0.000000e+000       4.595595e-012
NCO                           0.000000e+000       1.886680e-018
N2                            7.139740e-001       7.139740e-001
AR                            0.000000e+000       0.000000e+000
C3H7                          0.000000e+000       1.723606e-014
C3H8                          0.000000e+000       9.674680e-011
CH2CHO                        0.000000e+000       5.132073e-014
CH3CHO                        0.000000e+000       1.786424e-013
--------------------------------------------------------------

-----------------------------------------------------------------------------
Mole fractions                Initial             Final
-----------------------------------------------------------------------------
H2                            0.000000e+000       3.373827e-009
H                             0.000000e+000       7.964001e-013
O                             0.000000e+000       6.520828e-012
O2                            8.500000e-002       8.499743e-002
OH                            0.000000e+000       2.060559e-010
H2O                           1.300000e-001       1.300026e-001
HO2                           0.000000e+000       7.297975e-010
H2O2                          0.000000e+000       2.546646e-011
C                             0.000000e+000       4.403248e-032
CH                            0.000000e+000       3.476921e-026
CH2                           0.000000e+000       2.967460e-016
CH2(S)                        0.000000e+000       1.355254e-017
CH3                           0.000000e+000       4.971756e-008
CH4                           4.410000e-003       4.409097e-003
CO                            0.000000e+000       1.362183e-008
CO2                           6.500000e-002       6.500000e-002
HCO                           0.000000e+000       8.069731e-015
CH2O                          0.000000e+000       7.172572e-007
CH2OH                         0.000000e+000       4.082624e-018
CH3O                          0.000000e+000       2.726505e-013
CH3OH                         0.000000e+000       6.771986e-010
C2H                           0.000000e+000       4.162713e-023
C2H2                          0.000000e+000       1.829250e-011
C2H3                          0.000000e+000       1.279607e-015
C2H4                          0.000000e+000       1.785909e-006
C2H5                          0.000000e+000       5.957518e-011
C2H6                          4.900000e-004       4.882735e-004
HCCO                          0.000000e+000       6.868996e-019
CH2CO                         0.000000e+000       2.239686e-010
HCCOH                         0.000000e+000       1.151548e-017
N                             0.000000e+000       3.526082e-020
NH                            0.000000e+000       3.552955e-020
NH2                           0.000000e+000       7.236458e-020
NH3                           0.000000e+000       4.433637e-017
NNH                           0.000000e+000       4.780235e-019
NO                            3.000000e-004       2.982013e-004
NO2                           9.000000e-005       9.179711e-005
N2O                           0.000000e+000       3.227419e-013
HNO                           0.000000e+000       3.681854e-013
CN                            0.000000e+000       3.916481e-021
HCN                           0.000000e+000       1.606251e-009
H2CN                          0.000000e+000       4.230280e-015
HCNN                          0.000000e+000       2.228594e-027
HCNO                          0.000000e+000       5.795431e-013
HOCN                          0.000000e+000       5.513687e-016
HNCO                          0.000000e+000       2.995321e-012
NCO                           0.000000e+000       1.259203e-018
N2                            7.147100e-001       7.147100e-001
AR                            0.000000e+000       0.000000e+000
C3H7                          0.000000e+000       1.121745e-014
C3H8                          0.000000e+000       6.152479e-011
CH2CHO                        0.000000e+000       3.343433e-014
CH3CHO                        0.000000e+000       1.137186e-013
-----------------------------------------------------------------------------
