
-----------------------------------------------------------------------------
Status                        Initial             Final
C2H2                          0.000000e+000       1.631225e-011
C2H3                          0.000000e+000       1.211925e-015
C2H4                          0.000000e+000       1.749868e-006
C2H5                          0.000000e+000       6.174816e-011
C2H6                          5.254343e-004       5.236201e-004
HCCO                          0.000000e+000       9.725883e-019
CH2CO                         0.000000e+000       3.224453e-010
HCCOH                         0.000000e+000       1.623087e-017
N                             0.000000e+000       1.220613e-020
NH                            0.000000e+000       1.775096e-020
NH2                           0.000000e+000       2.708791e-020
NH3                           0.000000e+000       1.723027e-017
NNH                           0.000000e+000       5.520204e-019
NO                            2.140065e-004       2.121050e-004
NO2                           9.843401e-005       1.013476e-004
N2O                           0.000000e+000       4.928355e-013
HNO                           0.000000e+000       3.966774e-013
CN                            0.000000e+000       2.378921e-021
HCN                           0.000000e+000       1.009328e-009
H2CN                          0.000000e+000       2.809544e-015
HCNN                          0.000000e+000       3.562260e-027
HCNO                          0.000000e+000       5.766169e-013
HOCN                          0.000000e+000       5.414071e-016
HNCO                          0.000000e+000       2.980932e-012
NCO                           0.000000e+000       1.678381e-018
N2                            7.141227e-001       7.141227e-001
AR                            0.000000e+000       0.000000e+000
C3H7                          0.000000e+000       1.691967e-014
C3H8                          0.000000e+000       9.399051e-011
CH2CHO                        0.000000e+000       5.041792e-014
CH3CHO                        0.000000e+000       1.729575e-013
--------------------------------------------------------------

-----------------------------------------------------------------------------
Mole fractions                Initial             Final
-----------------------------------------------------------------------------
H2                            0.000000e+000       3.668620e-009
H                             0.000000e+000       8.884453e-013
O                             0.000000e+000       6.557091e-012
O2                            8.500000e-002       8.499747e-002
OH                            0.000000e+000       2.060509e-010
H2O                           1.300000e-001       1.300026e-001
HO2                           0.000000e+000       1.096342e-009
H2O2                          0.000000e+000       3.830579e-011
C                             0.000000e+000       5.482787e-032
CH                            0.000000e+000       3.797353e-026
CH2                           0.000000e+000       2.988409e-016
CH2(S)                        0.000000e+000       1.360746e-017
CH3                           0.000000e+000       4.968935e-008
CH4                           4.410000e-003       4.409116e-003
CO                            0.000000e+000       1.316465e-008
CO2                           6.500000e-002       6.500000e-002
HCO                           0.000000e+000       7.936487e-015
CH2O                          0.000000e+000       7.043476e-007
CH2OH                         0.000000e+000       4.275221e-018
CH3O                          0.000000e+000       2.837443e-013
CH3OH                         0.000000e+000       6.683317e-010
C2H                           0.000000e+000       4.007191e-023
C2H2                          0.000000e+000       1.756780e-011
C2H3                          0.000000e+000       1.256561e-015
C2H4                          0.000000e+000       1.749128e-006
C2H5                          0.000000e+000       5.958126e-011
C2H6                          4.900000e-004       4.883082e-004
HCCO                          0.000000e+000       6.647361e-019
CH2CO                         0.000000e+000       2.150976e-010
HCCOH                         0.000000e+000       1.082732e-017
N                             0.000000e+000       2.443679e-020
NH                            0.000000e+000       3.315184e-020
NH2                           0.000000e+000       4.740703e-020
NH3                           0.000000e+000       2.837024e-017
NNH                           0.000000e+000       5.333827e-019
NO                            2.000000e-004       1.982230e-004
NO2                           6.000000e-005       6.177598e-005
N2O                           0.000000e+000       3.140018e-013
HNO                           0.000000e+000       3.586665e-013
CN                            0.000000e+000       2.563996e-021
HCN                           0.000000e+000       1.047277e-009
H2CN                          0.000000e+000       2.810360e-015
HCNN                          0.000000e+000       2.434465e-027
HCNO                          0.000000e+000       3.758180e-013
HOCN                          0.000000e+000       3.528696e-016
HNCO                          0.000000e+000       1.942864e-012
NCO                           0.000000e+000       1.120151e-018
N2                            7.148400e-001       7.148400e-001
AR                            0.000000e+000       0.000000e+000
C3H7                          0.000000e+000       1.101125e-014
C3H8                          0.000000e+000       5.977039e-011
CH2CHO                        0.000000e+000       3.284531e-014
CH3CHO                        0.000000e+000       1.100969e-013
-----------------------------------------------------------------------------
